year,occupancy_date,overnight_service_type,service_user_count,capacity_type,capacity_actual_bed,occupancy_rate_beds,capacity_actual_room,occupancy_rate_rooms
2024,2024-05-10,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-10,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,67,Room Based Capacity,NA,NA,65,100
2024,2024-05-10,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-05-10,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-10,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-10,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-10,Shelter,49,Bed Based Capacity,50,98,NA,NA
2024,2024-05-10,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-05-10,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-10,Shelter,10,Bed Based Capacity,11,90.91,NA,NA
2024,2024-05-10,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-10,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-05-10,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-10,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-05-10,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,284,Room Based Capacity,NA,NA,270,99.63
2024,2024-05-10,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-10,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-10,Shelter,24,Bed Based Capacity,26,92.31,NA,NA
2024,2024-05-10,Shelter,22,Bed Based Capacity,25,88,NA,NA
2024,2024-05-10,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-10,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-10,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-05-10,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-05-10,Shelter,111,Bed Based Capacity,111,100,NA,NA
2024,2024-05-10,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-05-10,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-05-10,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-05-10,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-05-10,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-05-10,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-05-10,Alternative Space Protocol,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,383,Room Based Capacity,NA,NA,328,100
2024,2024-05-10,Motel/Hotel Shelter,390,Room Based Capacity,NA,NA,190,100
2024,2024-05-10,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-05-10,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-10,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-05-10,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-05-10,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-10,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-05-10,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-05-10,Shelter,9,Bed Based Capacity,12,75,NA,NA
2024,2024-05-10,Shelter,11,Bed Based Capacity,15,73.33,NA,NA
2024,2024-05-10,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-05-10,Shelter,24,Bed Based Capacity,24,100,NA,NA
2024,2024-05-10,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-05-10,Shelter,44,Bed Based Capacity,44,100,NA,NA
2024,2024-05-10,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,31,Room Based Capacity,NA,NA,31,100
2024,2024-05-10,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-05-10,Motel/Hotel Shelter,6,Room Based Capacity,NA,NA,3,100
2024,2024-05-10,Motel/Hotel Shelter,115,Room Based Capacity,NA,NA,65,98.46
2024,2024-05-10,Motel/Hotel Shelter,223,Room Based Capacity,NA,NA,74,100
2024,2024-05-10,Motel/Hotel Shelter,89,Room Based Capacity,NA,NA,46,100
2024,2024-05-10,Shelter,226,Room Based Capacity,NA,NA,78,100
2024,2024-05-10,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-10,Shelter,82,Room Based Capacity,NA,NA,27,100
2024,2024-05-10,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,97,Room Based Capacity,NA,NA,54,100
2024,2024-05-10,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-05-10,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-05-10,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,53,100
2024,2024-05-10,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-10,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-05-10,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-10,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-10,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-05-10,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-10,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-10,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-05-10,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-05-10,Shelter,89,Room Based Capacity,NA,NA,26,100
2024,2024-05-10,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-05-10,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-05-10,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-05-10,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-05-10,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-10,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-05-10,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-05-10,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-05-10,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-05-10,Shelter,39,Bed Based Capacity,41,95.12,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,658,Room Based Capacity,NA,NA,150,100
2024,2024-05-11,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-05-11,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-05-11,Top Bunk Contingency Space,8,Bed Based Capacity,8,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,217,Room Based Capacity,NA,NA,71,100
2024,2024-05-11,Motel/Hotel Shelter,490,Room Based Capacity,NA,NA,155,100
2024,2024-05-11,Motel/Hotel Shelter,159,Room Based Capacity,NA,NA,151,100
2024,2024-05-11,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-05-11,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-05-11,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-11,Shelter,75,Room Based Capacity,NA,NA,30,100
2024,2024-05-11,Shelter,227,Room Based Capacity,NA,NA,64,100
2024,2024-05-11,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,11,100
2024,2024-05-11,Motel/Hotel Shelter,82,Room Based Capacity,NA,NA,82,100
2024,2024-05-11,Motel/Hotel Shelter,28,Room Based Capacity,NA,NA,15,100
2024,2024-05-11,Motel/Hotel Shelter,77,Room Based Capacity,NA,NA,77,100
2024,2024-05-11,Shelter,16,Bed Based Capacity,18,88.89,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-05-11,Shelter,167,Room Based Capacity,NA,NA,46,100
2024,2024-05-11,Motel/Hotel Shelter,147,Room Based Capacity,NA,NA,50,100
2024,2024-05-11,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-05-11,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,59,Room Based Capacity,NA,NA,60,98.33
2024,2024-05-11,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-05-11,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-05-11,Shelter,81,Room Based Capacity,NA,NA,33,100
2024,2024-05-11,Motel/Hotel Shelter,172,Room Based Capacity,NA,NA,158,100
2024,2024-05-11,Isolation/Recovery Site,5,Room Based Capacity,NA,NA,5,100
2024,2024-05-11,Shelter,87,Bed Based Capacity,88,98.86,NA,NA
2024,2024-05-11,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-05-11,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-05-11,Shelter,120,Bed Based Capacity,120,100,NA,NA
2024,2024-05-11,Shelter,33,Bed Based Capacity,36,91.67,NA,NA
2024,2024-05-11,Shelter,9,Bed Based Capacity,9,100,NA,NA
2024,2024-05-11,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-05-11,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-11,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,65,95.38
2024,2024-05-11,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-05-11,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-11,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-05-11,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-11,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,67,Room Based Capacity,NA,NA,65,100
2024,2024-05-11,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-05-11,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-11,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-11,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-11,Shelter,49,Bed Based Capacity,50,98,NA,NA
2024,2024-05-11,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-05-11,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-11,Shelter,10,Bed Based Capacity,11,90.91,NA,NA
2024,2024-05-11,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-11,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-05-11,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-11,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-05-11,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,284,Room Based Capacity,NA,NA,269,100
2024,2024-05-11,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-11,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-11,Shelter,24,Bed Based Capacity,26,92.31,NA,NA
2024,2024-05-11,Shelter,22,Bed Based Capacity,25,88,NA,NA
2024,2024-05-11,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-11,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-11,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-05-11,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-05-11,Shelter,111,Bed Based Capacity,111,100,NA,NA
2024,2024-05-11,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-05-11,Shelter,63,Bed Based Capacity,63,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,73,Bed Based Capacity,73,100,NA,NA
2024,2024-05-11,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-05-11,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-05-11,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-05-11,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-05-11,Alternative Space Protocol,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,383,Room Based Capacity,NA,NA,328,100
2024,2024-05-11,Motel/Hotel Shelter,390,Room Based Capacity,NA,NA,190,100
2024,2024-05-11,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-05-11,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-11,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-05-11,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-05-11,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-11,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-05-11,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-05-11,Shelter,9,Bed Based Capacity,12,75,NA,NA
2024,2024-05-11,Shelter,11,Bed Based Capacity,15,73.33,NA,NA
2024,2024-05-11,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-05-11,Shelter,24,Bed Based Capacity,24,100,NA,NA
2024,2024-05-11,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-05-11,Shelter,44,Bed Based Capacity,44,100,NA,NA
2024,2024-05-11,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,31,Room Based Capacity,NA,NA,31,100
2024,2024-05-11,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-05-11,Motel/Hotel Shelter,6,Room Based Capacity,NA,NA,3,100
2024,2024-05-11,Motel/Hotel Shelter,115,Room Based Capacity,NA,NA,65,98.46
2024,2024-05-11,Motel/Hotel Shelter,223,Room Based Capacity,NA,NA,74,100
2024,2024-05-11,Motel/Hotel Shelter,89,Room Based Capacity,NA,NA,46,100
2024,2024-05-11,Shelter,226,Room Based Capacity,NA,NA,78,100
2024,2024-05-11,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-11,Shelter,82,Room Based Capacity,NA,NA,27,100
2024,2024-05-11,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,97,Room Based Capacity,NA,NA,54,100
2024,2024-05-11,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-05-11,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-05-11,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,53,100
2024,2024-05-11,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-11,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-05-11,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-11,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-11,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-05-11,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-11,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-11,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-05-11,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-05-11,Shelter,89,Room Based Capacity,NA,NA,26,100
2024,2024-05-11,Shelter,39,Bed Based Capacity,40,97.5,NA,NA
2024,2024-05-11,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-05-11,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-05-11,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-05-11,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-11,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-05-11,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-05-11,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-05-11,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-05-11,Shelter,39,Bed Based Capacity,41,95.12,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,658,Room Based Capacity,NA,NA,150,100
2024,2024-05-12,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-05-12,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-05-12,Top Bunk Contingency Space,8,Bed Based Capacity,8,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,217,Room Based Capacity,NA,NA,71,100
2024,2024-05-12,Motel/Hotel Shelter,490,Room Based Capacity,NA,NA,155,100
2024,2024-05-12,Motel/Hotel Shelter,159,Room Based Capacity,NA,NA,151,100
2024,2024-05-12,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-05-12,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-05-12,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-12,Shelter,75,Room Based Capacity,NA,NA,30,100
2024,2024-05-12,Shelter,227,Room Based Capacity,NA,NA,64,100
2024,2024-05-12,Motel/Hotel Shelter,24,Room Based Capacity,NA,NA,12,100
2024,2024-05-12,Motel/Hotel Shelter,82,Room Based Capacity,NA,NA,82,100
2024,2024-05-12,Motel/Hotel Shelter,28,Room Based Capacity,NA,NA,15,100
2024,2024-05-12,Motel/Hotel Shelter,77,Room Based Capacity,NA,NA,77,100
2024,2024-05-12,Shelter,16,Bed Based Capacity,18,88.89,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-05-12,Shelter,167,Room Based Capacity,NA,NA,46,100
2024,2024-05-12,Motel/Hotel Shelter,147,Room Based Capacity,NA,NA,50,100
2024,2024-05-12,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-05-12,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,58,Room Based Capacity,NA,NA,60,96.67
2024,2024-05-12,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-05-12,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-05-12,Shelter,81,Room Based Capacity,NA,NA,33,100
2024,2024-05-12,Motel/Hotel Shelter,172,Room Based Capacity,NA,NA,158,100
2024,2024-05-12,Isolation/Recovery Site,3,Room Based Capacity,NA,NA,3,100
2024,2024-05-12,Shelter,90,Bed Based Capacity,90,100,NA,NA
2024,2024-05-12,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-05-12,Shelter,67,Bed Based Capacity,68,98.53,NA,NA
2024,2024-05-12,Shelter,120,Bed Based Capacity,120,100,NA,NA
2024,2024-05-12,Shelter,33,Bed Based Capacity,36,91.67,NA,NA
2024,2024-05-12,Shelter,9,Bed Based Capacity,9,100,NA,NA
2024,2024-05-12,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-05-12,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-12,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,65,95.38
2024,2024-05-12,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-05-12,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-12,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-05-12,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-12,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,67,Room Based Capacity,NA,NA,65,100
2024,2024-05-12,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-05-12,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-12,Top Bunk Contingency Space,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-12,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-12,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-12,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-05-12,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-12,Shelter,10,Bed Based Capacity,11,90.91,NA,NA
2024,2024-05-12,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-12,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-05-12,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-12,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-05-12,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,283,Room Based Capacity,NA,NA,268,100
2024,2024-05-12,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-05-12,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-12,Shelter,24,Bed Based Capacity,26,92.31,NA,NA
2024,2024-05-12,Shelter,22,Bed Based Capacity,25,88,NA,NA
2024,2024-05-12,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-12,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-05-12,Top Bunk Contingency Space,21,Bed Based Capacity,21,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-05-12,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-05-12,Shelter,111,Bed Based Capacity,111,100,NA,NA
2024,2024-05-12,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-05-12,Shelter,63,Bed Based Capacity,63,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,73,Bed Based Capacity,73,100,NA,NA
2024,2024-05-12,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-05-12,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-05-12,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-05-12,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-05-12,Alternative Space Protocol,1,Bed Based Capacity,1,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,383,Room Based Capacity,NA,NA,328,100
2024,2024-05-12,Motel/Hotel Shelter,390,Room Based Capacity,NA,NA,190,100
2024,2024-05-12,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-05-12,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-12,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-05-12,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-05-12,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-12,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-05-12,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-05-12,Shelter,9,Bed Based Capacity,12,75,NA,NA
2024,2024-05-12,Shelter,11,Bed Based Capacity,15,73.33,NA,NA
2024,2024-05-12,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-05-12,Shelter,24,Bed Based Capacity,24,100,NA,NA
2024,2024-05-12,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-05-12,Shelter,44,Bed Based Capacity,44,100,NA,NA
2024,2024-05-12,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,31,Room Based Capacity,NA,NA,31,100
2024,2024-05-12,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-05-12,Motel/Hotel Shelter,6,Room Based Capacity,NA,NA,3,100
2024,2024-05-12,Motel/Hotel Shelter,114,Room Based Capacity,NA,NA,65,98.46
2024,2024-05-12,Motel/Hotel Shelter,223,Room Based Capacity,NA,NA,74,100
2024,2024-05-12,Motel/Hotel Shelter,89,Room Based Capacity,NA,NA,46,100
2024,2024-05-12,Shelter,226,Room Based Capacity,NA,NA,78,100
2024,2024-05-12,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-05-12,Shelter,82,Room Based Capacity,NA,NA,27,100
2024,2024-05-12,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,97,Room Based Capacity,NA,NA,53,100
2024,2024-05-12,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-05-12,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-05-12,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,53,100
2024,2024-05-12,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-05-12,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-05-12,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-05-12,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-05-12,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-05-12,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-05-12,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-05-12,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-05-12,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-05-12,Shelter,89,Room Based Capacity,NA,NA,26,100
